sample,PG,mPG
558,0.1463168865427876,0.1832781815750038
559,0.1436042818732433,0.17752066221214033
560,0.1386773402320385,0.179532872872388
561,0.1510219890304061,0.17936253726481663
562,0.145994409412723,0.17688373872393434
563,0.148185317456581,0.17918226697271178
564,0.1509378567459529,0.1353863205909722
565,0.1540880271623763,0.14005342917940114
566,0.1642390488282116,0.14343752156380365
567,0.1656800549778621,0.1339914316561735
568,0.1545555263311298,0.13268534224445383
569,0.1505985274908181,0.13594882703594038
570,0.1540872315373785,0.13849788898380672
571,0.1532281789668261,0.14638481108217924
572,0.1572813448440991,0.13881045563759778
573,0.1550287139546571,0.13918294224368952
574,0.151186387457366,0.14382832276901847
575,0.1546774177055891,0.14155662474480055
576,0.1617908150600643,0.1373023707696553
577,0.1522903890543816,0.141005034942505
578,0.145647762017019,0.1432471977800475
579,0.1565752729433597,0.14438006779882673
580,0.1508291076526158,0.14455678994622775
581,0.1553525172545463,0.14619330433058034
582,0.1368494305658716,0.1368520772383205
583,0.132834816790014,0.14033815111182293
584,0.1335160530528426,0.19675855572586262
585,0.131139561210378,0.18927619533738452
586,0.1361164891039669,0.1946424508499161
587,0.1514957959483746,0.14840875999225567
588,0.150715661440794,0.17958685439000865
589,0.1629391455703789,0.1668810115885216
590,0.1605707167189001,0.17348144781544758
591,0.1584763268067478,0.1783087854522256
592,0.1706629855707207,0.15258138090618714
593,0.1669522501815944,0.18356115018434827
594,0.1664931194879465,0.17821985006792454
595,0.1672615207868416,0.18137330101493415
596,0.1694061316522629,0.17376979586330685
597,0.1754330998799901,0.1416140141890953
598,0.1799527383666266,0.15794591346305234
599,0.1734819794967441,0.15597056607777313
600,0.1811443150898357,0.16162151121308696
601,0.1796538388121412,0.1537619153390961
602,0.1771875361522982,0.15410432245539826
603,0.1714652941227572,0.15148839465911487
604,0.1761675911117982,0.15372456709736335
605,0.181304834807082,0.13804486578678787
606,0.1737835196280545,0.13503858428688933
607,0.1829380200978873,0.14585795199719687
608,0.1820502390561112,0.13317035135913738
609,0.1794795908279877,0.14594433606028856
610,0.1833057155580942,0.15416177500703046
611,0.1867223630960591,0.14623940685492406
612,0.1794378577674213,0.14640517334873485
613,0.1765800605723815,0.1493674184146387
614,0.1733063606455246,0.1585175053644534
615,0.1734232459890105,0.14226704883710112
616,0.1678948283909254,0.1525342548196033
617,0.1640097363856911,0.1517964650281611
618,0.1642403409348328,0.19498314813991507
619,0.1624455725047072,0.1959426327817414
620,0.1527619889319532,0.18693488126334193
621,0.1560642843161306,0.14636403756858624
622,0.1628399584507668,0.14676575397709826
623,0.1745004670414056,0.1427897802745083
624,0.1813249494641905,0.1331634463540482
625,0.1709570926390076,0.14346912313252386
626,0.1740729001205082,0.16311887729589108
627,0.1753175254660564,0.16914354696067943
628,0.1729768313406796,0.16836563561669474
629,0.172268812423217,0.14878473403425932
630,0.1723802606119031,0.14315082471485854
631,0.1587379986903251,0.14737651195430906
632,0.1577570631471669,0.13680571885267692
633,0.1669457468005603,0.14538609095420277
634,0.1625563964562888,0.14714741336247145
635,0.1844766512496621,0.2376752309865573
636,0.1776869538879552,0.2415578901882197
637,0.1718614686248233,0.226196565458244
638,0.1842156927115259,0.2283814573763153
639,0.1791822066020688,0.24638308404938078
640,0.1826658840780582,0.13809783398767947
641,0.1800280174989421,0.13662386300598942
642,0.1784637759844653,0.14344104272679473
643,0.1821106987487116,0.14653773734472417
644,0.1741615619047894,0.14382183654192993
645,0.1550394806717071,0.19624984707172025
646,0.1444151044375618,0.20315900544644028
647,0.1511790327494945,0.2075698372848436
648,0.1417467243544418,0.14550367991974292
649,0.1337054540620689,0.16113560523609613
650,0.1334405539777333,0.16318574022726798
651,0.1327619432631482,0.15902871479189187
652,0.1378370190461326,0.1566978130208774
653,0.1443953171264982,0.15782607938247506
654,0.1327566965503042,0.16648808930537673
655,0.1370378480033823,0.15990367883726225
656,0.1347766709318138,0.1381458372555868
657,0.1381960042088958,0.1387172349913797
658,0.1340602887199069,0.15982395143663664
659,0.1388364899281083,0.17803625313142138
660,0.1356233281540498,0.20870741539602458
661,0.1391629139289293,0.1685517690855889
662,0.1517590278412851,0.17329296696547525
663,0.1505781812146937,0.144820737377078
664,0.1500457866817201,0.1347391068923669
665,0.1475518811612372,0.19783681368720218
666,0.1520746030447442,0.1979353404034468
667,0.1609888489152114,0.19458558044326427
668,0.1706350366429159,0.14620982068520094
669,0.1721387745677325,0.13641883275280892
670,0.1815439106191875,0.13877042141744989
671,0.1781480562187001,0.1531048540077931
672,0.1804848718683,0.16027192358359355
673,0.1836154466664664,0.15718211160090137
674,0.1831215495272231,0.13114313716346152
675,0.1836124929066829,0.14398565205041255
676,0.1873256584719853,0.1451434997178248
677,0.183340883014481,0.1453569548485873
678,0.1815453562795452,0.20231456096048983
679,0.1837741380754953,0.21202148540590515
680,0.1776089924826933,0.2035944130637732
681,0.1771850982710913,0.21063979761558896
682,0.1690568984854639,0.16008240148938926
683,0.1766995788815832,0.14151749325270807
684,0.1698421388489264,0.14121362873995683
685,0.1717674195546699,0.13644940626443663
686,0.1740878564510075,0.14714116830712065
687,0.1682668350873044,0.17869085229199086
688,0.1744618979294591,0.14884303564344661
689,0.1704885023166725,0.14644917154440343
690,0.1717127041117426,0.151371399790821
691,0.1837894188497454,0.14935092108815076
692,0.1816361262737738,0.12883260375622443
693,0.1836818469352529,0.20100050392788285
694,0.1798102128690435,0.20209518559363554
695,0.167781190261064,0.20566916591237563
696,0.1631197854096192,0.14826517058880181
697,0.1676816933150575,0.13976603472093846
698,0.1684516658831889,0.1337800220420257
699,0.1652516810644594,0.14061819948982932
700,0.1746870590103029,0.14176149224970158
701,0.1563108851279683,0.14323070969000667
